GQ Data Analytics Engineer,Micron,"Hyderabad, Telangana",,24 days ago,Create an intuitive user interface for interactive data visualization to explain insights from data.Do you believe that data provides groundbreaking insight?,https://in.indeed.com//rc/clk?jk=a0e2b3449a91732c&fccid=be240c643a8631c5&vjs=3
Team Lead/Consultant-Data Science,Accenture,"Bengaluru, Karnataka",,30+ days ago,"In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",https://in.indeed.com//rc/clk?jk=5fcd29649fcb3fc3&fccid=a4e4e2eaf26690c9&vjs=3
Manager Data Science,PayPal,"Chennai, Tamil Nadu",,30+ days ago,Design and implement data-driven systems that increase sales success.Design and implement data-driven systems that increase sales success.,https://in.indeed.com//cmp/Paypal
Consulting Staff Engineer - Machine Learning,ThinkDeeply Inc.,"Hyderabad, Telangana",,10 days ago,"Some experience in setting up large scale training data pipelines.Collect, Organize and Process data pipelines for developing ML models.",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BXSjN5gUTX6eCrRYvEJfbJT5k4hiK_tKcsLTWSiZ4MmTlIEMem6LK9A5O2pZPmdKpQLEvDbxvI36GRIilkkZlrscFfogzPmy7wAk1mchI5Uy-b0spyMG1EeqbkqP3e0vwm9x6De6YxL5gzAQPUlFnmxEEjH64yH0FUgdGQaTXe6lwJ-OJevBrkZQDa-c2u0Pi99u8o3YwaBJ-b3hhgAS_XyLPasPqAVjZFVl9iKLrnolSOVChBwkEzfvU9qyS9bKi2_5aNa_zKDgz3zSNoG9DgnzVTtI0fc8uujCIx0-cQqkHDoO9umGJ7z19jkzWcEwYHb8Z31P1RxPBR0HxOILou3upILgiNokHtcfmdcdlqbn0eFjfAGkmiZPbmj8KLuJeil4syyU0qMZAvkMOav4ZwmiEW40lOAt7ibNz7WbsAcM9GHliwxWsYmv_8q-HUMaIF2imuNqbiOs4XcZR1-H4uVsthDQxcR-Y=&p=1&fvj=1&vjs=3
Machine Learning Platform Engineer _The Advisory AI Center o...,Deloitte,"Hyderabad, Telangana",,30+ days ago,"Clients. Our focus is on bringing data, AI/ML, and technology together with our.SCAM ALERT: Caution against fraudulent job offers!Depth in at least one area.",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0COC48J_yvnAzfn2IMtTFptJsrTzpCGD_tbzQiJ9tcXu-Nw5t7n3iZN17tdX6jq7QaFR8EtvN0aZ6xd6DlSJBIjm8bM9uTWuXAL-V0AnBn4IIu8yh2OQ9xq3diZrczsMie37oSt0JZW817g0PE0yEQr7QRIyVpeIjGIveuIUO3wPv3C_ck5BFJ3IAQyPhsqVfvpUtkak6SGCTcqvIPsxSR6uhuJzSm1Cl80uwJ1HflLG2f76pDcwGeaTsoCwM3f4A6JyrA6xPLQ4dGc8b7hpvol05k67J79T4VTgxoKTAsR2Ug0Sp6YHMqS52FPsuFmOD9QxJa82y7eoDIDCMCODokp6bgHq7BK8cJfZ-nK1HAi384qO80MCoMxtW-VqS5s-kMZVD9IgLH6WG0bGKrH59e-poBx96XTqY_3ftNYjkVxqFtamByjeNvlG2JGFYqPHZKnNe1JXdRXR5AcOdy0txT7JBSkzlPDY66j3LsN5RCdc_c8pYcQ9S4lr7GFvzUIKlJ45bEjcAwPdFL75le4IwdmwwGkXhYsowisMhQPxarDVw==&p=2&fvj=0&vjs=3
Data Analyst / Data Scientist / Data Analysis / Data Analyti...,Support.com India Private Limited,"Bengaluru, Karnataka",,30+ days ago,Experience with noSQL databases and unstructured data.Enable data driven change – Build effective visualizations and reports presenting data insights to all…,https://in.indeed.com//rc/clk?jk=ce6b880cb9b6a1f9&fccid=be044b0128402eed&vjs=3
Machine Learning Engineer - Senior Advisor,Dell Technologies,Remote,,16 days ago,"Pioneering massively parallel data-intensive analytic processing, our mission is to develop new, cutting-edge approaches to generate value and meaning from…",https://in.indeed.com//rc/clk?jk=d0d05eb19d43afa3&fccid=dd09fe3b43125016&vjs=3
Senior Data Scientist,PhonePe,"Pune, Maharashtra",,30+ days ago,"We plan to expand our data science team, and we are looking for senior data scientists who.Help and mentor junior members to become better data scientists.",https://in.indeed.com//rc/clk?jk=31bca9e83cb75689&fccid=9efe0489759405d1&vjs=3
Machine Learning Lead / Data Scientist,Morgan Stanley,"Bengaluru, Karnataka",,30+ days ago,"Expertise in handling large data volumes in distributed systems.Candidate should be able to extract, explore, mine and experiment with data to answer critical…",https://in.indeed.com//rc/clk?jk=e0ab6d564281e35f&fccid=0c39fb2c91742dcf&vjs=3
Data Scientist,GreenTree,"Bengaluru, Karnataka",,30+ days ago,"Should have hands on experience in ML/ Advanced Analytics.Machine Learning - #Python, Statistical techniques - Regression, Classification,.",https://in.indeed.com//rc/clk?jk=31d51c43a0583155&fccid=a768348972d0422c&vjs=3
Staff Data Scientist,Walmart,"Bengaluru, Karnataka",,23 days ago,Exposure in mentoring data scientists on approach and results.Experience working with large data sets in big data environments (preferably Hadoop based).,https://in.indeed.com//rc/clk?jk=55eff819aa562040&fccid=822bc5d9a49270ea&vjs=3
Senior Data Scientist / Algorithms Specialist,AmyLogic,"Bengaluru, Karnataka",,30+ days ago,"Good to have knowledge of web Analytics and exposure working with data sources clickstream data etc.Understanding of Big data a technologies – Hadoop, MapR and…",https://in.indeed.com//rc/clk?jk=a1b7c2adb9e8f8d1&fccid=37ebd9daf4c50241&vjs=3
Data Scientist – 2 Positions,TeamPlus Staffing Solution Pvt Ltd,"Aundh, Pune, Maharashtra",,30+ days ago,Experience writing SQL queries and handling large amounts of data.2-4 years of experience in the field of Data Science / Machine Learning.,https://in.indeed.com//rc/clk?jk=2d4aa5fa85d1dedd&fccid=ca2f37dcc1820233&vjs=3
Data Science Lead,Necron IT Solutions,"Bengaluru, Karnataka","
₹4,75,270 - ₹17,10,697 a year",8 days ago,"We are currently hiring for ""Lead Data Science"" role for our client in Bangalore.Experience - minimum 8 years to 12 years.*.Total work: 8 years (Required).",https://in.indeed.com//company/Necron-IT-Solutions/jobs/Data-Science-Lead-26569c8badeee9b3?fccid=aec0d509a1514f49&vjs=3
Sr Manager - III-Data Science,citius tech,"Mumbai, Maharashtra",,30+ days ago,"15 to 20 years with last 7 years in Data Science.NLP, Image / Video analytics, Advanced Analytics, ML Engineering, application of DS to HealthCare.",https://in.indeed.com//rc/clk?jk=170d1235cebf77fd&fccid=d7ffd11f502090e7&vjs=3
Data Scientist,PayPal,"Bengaluru, Karnataka",,30+ days ago,"Build expertise in PayPal data sources to find, manage and simplify complex data.PayPal being a data-driven company, expertise in data analytics will help you…",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AZUZ1SiG2e4Ouwn9d_PzaL9ycxqvROzmSyfHj86mtRPX8kMGne1k1CfHv2qCqybA8tMU25vkblyu2nfFQo07-OMqXVmqkJqI5Vp5AsvZKlEGBNtK6IW_UVXP1aABEs_BqZ9vRfF5J6a_5DuOvNcz5m-ETvbUcUWv6T1UI6cEp0FsjgX3UFEUQgu3iXE6g7AKOPbi1VGq1JG6owBlGiNQGghKir56J1GTCPAptkVRknOnlLyv_s1ND_BrtLGeaVgeOcTJbEEyIinN9bNfod0cT8HuvxK1zX_en8l8cJGlWVrrht72oMqAIS8UNvAWLrgr08RoOhIr-MPHPZXvk-65u60dUlaxDr7L_DAqU2b12eRAL6O39pC9JokkcfBGZ3tBW2VBEkE_iryAq7iBNy-fBDroPYgTvSCkql06ErTuGI2VPq7jXKcyGYvJ26o8LoxD-0zX8Qt4E_3GmBKJsnc3QV&p=13&fvj=0&vjs=3
"Data science intern-1
new",PayPal,"Chennai, Tamil Nadu",,Today,"As a core participant of the analytics team, you will work in the areas of marketing spend optimisation, product performance, business dynamics and data…",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AZUZ1SiG2e4Ouwn9d_PzaL9ycxqvROzmSyfHj86mtRPX8kMGne1k1CfHv2qCqybA_IHmC9FrPKpujY_t6KJ22sSU1QevpqVsnNIQbMUAaW7XSq9BT-cD4zbhzIZbBbLDH0QU7u1uttXFqCmv0STPUYKBM65WtX2oQmRUKgNSG6tgAfA3_jZ-xIekERR87eAcfThcjD8QvmGN9YkzKaRY2MhhL2s5o6jir7O4lEbIqcbnoVNZsmmPRLqs4af6nA6TQpN_NCRnzlsY1XlGLvGH52CiW9JGx4om647PWyUJPTLDNqZ-au5T7lZXu--2qiepen-Qa5DGpVD25SP8m4oQrpiv6awozIcf2J28WJ6Z1_z7jS_KKYJ5n2UJzD2b9UQWDiU-6-izi1Zhlp3-W-TTDrUMSiHDc9q44NbJtfdCW3yrpDs44g04pRDROljemt3bAu0dgxI4LiL0BvLBO1-ctKmLDvRH5yHQo=&p=14&fvj=0&vjs=3
Data Science Manager,PayPal,"Chennai, Tamil Nadu",,20 days ago,"Experience in building a strong team of data-scientists.Have a true passion for working on big data/ML/AI and professional experience in data mining,…",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AZUZ1SiG2e4Ouwn9d_PzaL9ycxqvROzmSyfHj86mtRPX8kMGne1k1CfHv2qCqybA-0KNzn_JEQsEZ-xlJsBni32_DMgJra786bDAloZyyKXYmS8AgVn6x9uc4p_Zl9ts4VTzAWFrQw7MiqTghKzDdSSRchGoOCGtxuZI78Hpwtg5WkEHNUTC97uU5H8Xscup102Tz7OZBKAGjpcCwwzowI-3XQZZZ92zmcEQFTOYHm947d57MSa0Rf9nOf_7TTVzfqDmB2oQdNumI5KZB7URzV9uNd1YxKKnC-1OFSUnwUbK0pnB5DiaG4xGp400S98e4xHfUwhA1zJrtQ851x_NZg0FVf5-1qMA3iNfOB2yQ5cIhAliYkKuAGdmeSyjEBMh0o2UfnTDAJ6h76c5V-ecj3ho1F3TCZuu18xIJE6Tj_sao8Gto8H1XTPyN_Lk19yZccY0bwRysEm2Q8fZt_-e5g9n_2Yby_Eek=&p=15&fvj=0&vjs=3
Data Scientist,PayPal,"Bengaluru, Karnataka",,30+ days ago,"Build expertise in PayPal data sources to find, manage and simplify complex data.PayPal being a data-driven company, expertise in data analytics will help you…",https://in.indeed.com//cmp/Paypal
"Data science intern-1
new",PayPal,"Chennai, Tamil Nadu",,Today,"As a core participant of the analytics team, you will work in the areas of marketing spend optimisation, product performance, business dynamics and data…",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AZUZ1SiG2e4Ouwn9d_PzaL9ycxqvROzmSyfHj86mtRPX8kMGne1k1CfHv2qCqybA_IHmC9FrPKpujY_t6KJ22sSU1QevpqVsnNIQbMUAaW7XSq9BT-cD4zbhzIZbBbLDH0QU7u1uttXFqCmv0STPUYKBM65WtX2oQdB7S-3XDnkNucX3MtDTSR3hFO9lnEFWzEidNsHwAK5zxVHAlr4ZJVs2WOA5hy5kUKW9qok7HPXTuVPmWJ_zxRj8us4vaHBEdq_qCVGQrjoKaIEqFTJRYoWNdq28kDKl0gOnqiv5fwxmbNc9trJoiWv7mLFtvcFPzcdz6Pfm_u4Ub_wwaTc4wYZbti4g9171j7SxaCFPr8s8EYjSxE6fq8ENrY70_zrgJm0oqNUdu4BAOlopMZ15q5D2YkSb4YTlIHz97d8wym0gs4eY1HeioM4_12hlJUrAILsOUhJJCIrzzJosXpwfGl8H5lJv6MsEM=&p=1&fvj=0&vjs=3
Internship in Business Analytics & Data Science,Shri TirupatiI Balaji Education Foundation,"Chennai, Tamil Nadu","
₹3,60,000 - ₹5,90,000 a year",30+ days ago,"Candidates will be trained for 5 months and after that will be placed in MNC's.Candidate need to learn business analytics, machine learning, artificial…",https://in.indeed.com//rc/clk?jk=71e023d76b166044&fccid=029a9fc434ec1c1f&vjs=3
Senior Data Scientist,Morningstar,"Mumbai, Maharashtra",,30+ days ago,"Improve complex data flow, data structures and db design to move to next platform.Familiarity with common data cleaning and munging techniques.",https://in.indeed.com//rc/clk?jk=7c17d6cc133e7922&fccid=eaabf52abd909bd5&vjs=3
Data Scientist,Shri TirupatiI Balaji Education Foundation,"Bengaluru, Karnataka",,30+ days ago,"Candidate will be trained during job for 5 months and then placed in MNC,s.This can be done online.Candidates from batch 2018, 2019, 2020 are preferred.",https://in.indeed.com//rc/clk?jk=af72aa03769d08c6&fccid=029a9fc434ec1c1f&vjs=3
Consultant - Data Science,Antuit,"Bengaluru, Karnataka",,30+ days ago,The data scientist will play a critical role in ensuring the products are configured to provide the best solution to the users.,https://in.indeed.com//rc/clk?jk=8aa12242a692143b&fccid=96004c806c80b831&vjs=3
Data Controller – Taxroll Processing,Pathfinder Business Analysis,Tamil Nadu,,30+ days ago,Acquiring data from primary and secondary data sources and maintain the data systems.Analyze various data sources to discover incorrect patterns and fix the…,https://in.indeed.com//rc/clk?jk=398042ea41d9afb8&fccid=960cb28f907e49ee&vjs=3
Artificial Intelligence Engineer,Balbhas Business Sysnomics Private Limited,"Bengaluru, Karnataka","
₹5,00,939 - ₹24,79,999 a year",13 days ago,"Lead the design and development of in house tools.Also, expected to demonstrate new ideas through prototypes/Proof of Concepts.",https://in.indeed.com//company/Balbhas-Business-Sysnomics-Private-Limited/jobs/Artificial-Intelligence-Engineer-cad82e457841e19f?fccid=6e4ad31d9eb75ef6&vjs=3
Data Scientist Lead,ANI Calls India Private Limited,"Hyderabad, Telangana","
₹7,20,000 - ₹10,80,000 a year",30+ days ago,Excellent capability working and manipulating data and developing software application in programming languages such as Python.,https://in.indeed.com//rc/clk?jk=b9d59a2db834ad53&fccid=3799fa8ac2d1edf2&vjs=3
Machine Learning Engineer,Whizzystack,"Noida, Uttar Pradesh",,30+ days ago,Analyze data and performance of data products.Processing your data is lawful because it is necessary in order to take steps at the request of the data Your…,https://in.indeed.com//rc/clk?jk=5520a40d4059b569&fccid=b2b56e1d56efba72&vjs=3
Machine Learning Engineer,umlaut AG,"Bengaluru, Karnataka",,30+ days ago,Design and develop solutions using Machine Learning and other advanced AI technologies to solve a variety of problems.,https://in.indeed.com//rc/clk?jk=baf0a8b56b48e4c3&fccid=fb6df03175754b0e&vjs=3
Senior Data Scientist,NutaNXT Technologies,"Pune, Maharashtra",,30+ days ago,"Looking for an experienced Data Scientist with hands-on experience in a variety of data analysis methods, ML, DL algorithms using Python.",https://in.indeed.com//rc/clk?jk=ac60f1dbe923840f&fccid=5f07c644625147e2&vjs=3
Data Science Manager,PayPal,"Chennai, Tamil Nadu",,20 days ago,"Experience in building a strong team of data-scientists.Have a true passion for working on big data/ML/AI and professional experience in data mining,…",https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AZUZ1SiG2e4Ouwn9d_PzaL9ycxqvROzmSyfHj86mtRPX8kMGne1k1CfHv2qCqybA-0KNzn_JEQsEZ-xlJsBni32_DMgJra786bDAloZyyKXYmS8AgVn6x9uc4p_Zl9ts4VTzAWFrQw7MiqTghKzDdSSRchGoOCGtxCXjK3NTw__lz-3fnpxzM4-AYgK7N8Wuk4VB2St0ePwOBg2tvDUZiOEtDgclX_TG5yGsYgCvC30at5kzDoq8YtVP0wtfZCWQqK11ApdH5mk_8eD6yJ48Xh5Rl5evJC8lGhGsWSBZEkV_SEE-3xImDZmN88KlWwdwgMqSHCswfxeKV5qtqJqBisTZglieCGDCMO9DngXKRAvd83HCGwgiBZE0xCrWazArAKyYkglOAv5KXgA93oUibJfEzj4jmRETA7LrxT7tLJat3n2400bYq-WNv0BDs2eQzbsVm5w9WfuIiFb4KmTNwFJheTnbELO8o=&p=12&fvj=0&vjs=3
Principle Engineer (AI/ML),Availity India,"Bengaluru, Karnataka",,30+ days ago,"You at a minimum, possess a bachelor's degree in Engineering / Technology.Master’s degree in Computer Science a plus.Exposure to TensorFlow, Keras is a plus.",https://in.indeed.com//rc/clk?jk=5784afecd580412c&fccid=93dd5129e813c547&vjs=3
SE - Machine Learning,Contify Pvt. Ltd.,"New Delhi, Delhi",,30+ days ago,"We are team of analysts, engineers, data scientists and designers building powerful intelligence tools for business users.Company Name: Contify Pvt. Ltd.",https://in.indeed.com//rc/clk?jk=ad2efefa7987c55b&fccid=eacf104354817a16&vjs=3
CSP Business Analyst,Jacobs,India,,30+ days ago,Experience of data quality and data cleansing techniques.Performing data and business analysis on our sales data as well as visualising this data for key…,https://in.indeed.com//rc/clk?jk=0c4484101efe472f&fccid=de56d7554bea5214&vjs=3
Data Science Manager,Infosenseglobal,"Pune, Maharashtra",,30+ days ago,Responsible for driving data quality throughout the organization.Direct data science teams to complete all project deliverables.,https://in.indeed.com//rc/clk?jk=07587dfed468af86&fccid=d64ea2636eb33da2&vjs=3
Director of Data Science and Analytics- Startup,Michael Page,"Delhi, Delhi",,9 days ago,"Setup a framework for use of cutting-edge data mining, machine learning techniques.Collaborate with cross-functional teams to breakdown complex business…",https://in.indeed.com//rc/clk?jk=4f6d2a9e19dcc800&fccid=77087bd1709a8148&vjs=3
Senior Software Engineer - NLP R&D,Reverie Language Technologies,"Bengaluru, Karnataka",,30+ days ago,Good Python programming skills and programming concepts (data structures and algorithms).We are looking for a self-motivated research engineer who can analyze…,https://in.indeed.com//rc/clk?jk=9a109c4b458d7967&fccid=ad81b67c0291346c&vjs=3
ML Engineer,Positivenaick,"Chennai, Tamil Nadu",,30+ days ago,"Cross-functional collaboration between data science and engineering teams to.As an ML engineer, you need to be strong in Statistical Knowledge, with hands-on…",https://in.indeed.com//rc/clk?jk=a3ef42e9a612a732&fccid=5548187558d4d37a&vjs=3
"AI/ML Senior Developer
new",Ernst & Young,"Thiruvananthapuram, Kerala",,Today,The Artificial Intelligence (AI) & Machine Learning (ML) Developer is responsible for designing and implementing solutions based on AI and Machine Learning.,https://in.indeed.com//rc/clk?jk=2d70a33fda805e3c&fccid=1544766d4c2915b0&vjs=3
Senior Data Science Engineer,Inspirisys Solutions,"Chennai, Tamil Nadu",,30+ days ago,"Apply design and data analysis techniques to organize the presentation of data in visually innovative ways in order to make it easier to understand, insightful,…",https://in.indeed.com//rc/clk?jk=f36e9ee6a0b48a48&fccid=6f86bbf52523eb62&vjs=3
"Embedded Analytics System Engineer, Metropolis",NVIDIA,"Pune, Maharashtra",,30+ days ago,"Crafting ETLs for flawless integration and flow of data and metadata.Experience in streaming analytics engines like Apache Spark, and NoSQL data stores like…",https://in.indeed.com//rc/clk?jk=4f413fc2e6c07569&fccid=c267f29f0f85e8b8&vjs=3
Data Scientist Python Machine Learning Tableau Server,Brain Management Consultants India Private Limited,"Pune, Maharashtra",,30+ days ago,"Machine Learning: Classification, Regression, Clustering, Decision Tree, K-Means Clustering, Naïve Bayes.Statistical Methods: Predictive Analysis, Hypothesis…",https://in.indeed.com//rc/clk?jk=bc3cad2a39fd5c42&fccid=c233355b271af74d&vjs=3
Sr.Machine Learning Engineer,Aizant Global Analytics,"Hyderabad, Telangana",,30+ days ago,"Supervising the data acquisition process if more data is needed.Verifying data quality, and/or ensuring it via data cleaning.",https://in.indeed.com//rc/clk?jk=b26a36d4bc3dcf1a&fccid=ef6c418748236e53&vjs=3
Cloud Data Scientist,SRS Business Solutions India Private Limited,"Bengaluru, Karnataka",,30+ days ago,"As a Data Engineer, you will be responsible for building the ETL data pipelines.Professional Data Scientist looking to bring the hidden story out of your data…",https://in.indeed.com//rc/clk?jk=ae7b1b870dbd86da&fccid=c4bd311fad4bccfb&vjs=3
Data Science Senior Analyst,Accenture,"Bengaluru, Karnataka",,30+ days ago,Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.,https://in.indeed.com//rc/clk?jk=a45cef9da5561f0a&fccid=a4e4e2eaf26690c9&vjs=3
Senior Analyst-Data Science,Accenture,"Mumbai, Maharashtra",,30+ days ago,"In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",https://in.indeed.com//rc/clk?jk=0e75150f67b9f888&fccid=a4e4e2eaf26690c9&vjs=3
Principle Engineer (AI/ML),Availity India,"Bengaluru, Karnataka",,30+ days ago,"You at a minimum, possess a bachelor's degree in Engineering / Technology.Master’s degree in Computer Science a plus.Exposure to TensorFlow, Keras is a plus.",https://in.indeed.com//rc/clk?jk=5784afecd580412c&fccid=93dd5129e813c547&vjs=3
SE - Machine Learning,Contify Pvt. Ltd.,"New Delhi, Delhi",,30+ days ago,"We are team of analysts, engineers, data scientists and designers building powerful intelligence tools for business users.Company Name: Contify Pvt. Ltd.",https://in.indeed.com//rc/clk?jk=ad2efefa7987c55b&fccid=eacf104354817a16&vjs=3
CSP Business Analyst,Jacobs,India,,30+ days ago,Experience of data quality and data cleansing techniques.Performing data and business analysis on our sales data as well as visualising this data for key…,https://in.indeed.com//rc/clk?jk=0c4484101efe472f&fccid=de56d7554bea5214&vjs=3
Data Science Manager,Infosenseglobal,"Pune, Maharashtra",,30+ days ago,Responsible for driving data quality throughout the organization.Direct data science teams to complete all project deliverables.,https://in.indeed.com//rc/clk?jk=07587dfed468af86&fccid=d64ea2636eb33da2&vjs=3
Director of Data Science and Analytics- Startup,Michael Page,"Delhi, Delhi",,9 days ago,"Setup a framework for use of cutting-edge data mining, machine learning techniques.Collaborate with cross-functional teams to breakdown complex business…",https://in.indeed.com//rc/clk?jk=4f6d2a9e19dcc800&fccid=77087bd1709a8148&vjs=3
Senior Software Engineer - NLP R&D,Reverie Language Technologies,"Bengaluru, Karnataka",,30+ days ago,Good Python programming skills and programming concepts (data structures and algorithms).We are looking for a self-motivated research engineer who can analyze…,https://in.indeed.com//rc/clk?jk=9a109c4b458d7967&fccid=ad81b67c0291346c&vjs=3
ML Engineer,Positivenaick,"Chennai, Tamil Nadu",,30+ days ago,"Cross-functional collaboration between data science and engineering teams to.As an ML engineer, you need to be strong in Statistical Knowledge, with hands-on…",https://in.indeed.com//rc/clk?jk=a3ef42e9a612a732&fccid=5548187558d4d37a&vjs=3
"AI/ML Senior Developer
new",Ernst & Young,"Thiruvananthapuram, Kerala",,Today,The Artificial Intelligence (AI) & Machine Learning (ML) Developer is responsible for designing and implementing solutions based on AI and Machine Learning.,https://in.indeed.com//rc/clk?jk=2d70a33fda805e3c&fccid=1544766d4c2915b0&vjs=3
Senior Data Science Engineer,Inspirisys Solutions,"Chennai, Tamil Nadu",,30+ days ago,"Apply design and data analysis techniques to organize the presentation of data in visually innovative ways in order to make it easier to understand, insightful,…",https://in.indeed.com//rc/clk?jk=f36e9ee6a0b48a48&fccid=6f86bbf52523eb62&vjs=3
"Embedded Analytics System Engineer, Metropolis",NVIDIA,"Pune, Maharashtra",,30+ days ago,"Crafting ETLs for flawless integration and flow of data and metadata.Experience in streaming analytics engines like Apache Spark, and NoSQL data stores like…",https://in.indeed.com//rc/clk?jk=4f413fc2e6c07569&fccid=c267f29f0f85e8b8&vjs=3
Data Scientist Python Machine Learning Tableau Server,Brain Management Consultants India Private Limited,"Pune, Maharashtra",,30+ days ago,"Machine Learning: Classification, Regression, Clustering, Decision Tree, K-Means Clustering, Naïve Bayes.Statistical Methods: Predictive Analysis, Hypothesis…",https://in.indeed.com//rc/clk?jk=bc3cad2a39fd5c42&fccid=c233355b271af74d&vjs=3
Sr.Machine Learning Engineer,Aizant Global Analytics,"Hyderabad, Telangana",,30+ days ago,"Supervising the data acquisition process if more data is needed.Verifying data quality, and/or ensuring it via data cleaning.",https://in.indeed.com//rc/clk?jk=b26a36d4bc3dcf1a&fccid=ef6c418748236e53&vjs=3
Cloud Data Scientist,SRS Business Solutions India Private Limited,"Bengaluru, Karnataka",,30+ days ago,"As a Data Engineer, you will be responsible for building the ETL data pipelines.Professional Data Scientist looking to bring the hidden story out of your data…",https://in.indeed.com//rc/clk?jk=ae7b1b870dbd86da&fccid=c4bd311fad4bccfb&vjs=3
Data Science Senior Analyst,Accenture,"Bengaluru, Karnataka",,30+ days ago,Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.,https://in.indeed.com//rc/clk?jk=a45cef9da5561f0a&fccid=a4e4e2eaf26690c9&vjs=3
Senior Analyst-Data Science,Accenture,"Mumbai, Maharashtra",,30+ days ago,"In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",https://in.indeed.com//rc/clk?jk=0e75150f67b9f888&fccid=a4e4e2eaf26690c9&vjs=3
Principle Engineer (AI/ML),Availity India,"Bengaluru, Karnataka",,30+ days ago,"You at a minimum, possess a bachelor's degree in Engineering / Technology.Master’s degree in Computer Science a plus.Exposure to TensorFlow, Keras is a plus.",https://in.indeed.com//rc/clk?jk=5784afecd580412c&fccid=93dd5129e813c547&vjs=3
SE - Machine Learning,Contify Pvt. Ltd.,"New Delhi, Delhi",,30+ days ago,"We are team of analysts, engineers, data scientists and designers building powerful intelligence tools for business users.Company Name: Contify Pvt. Ltd.",https://in.indeed.com//rc/clk?jk=ad2efefa7987c55b&fccid=eacf104354817a16&vjs=3
CSP Business Analyst,Jacobs,India,,30+ days ago,Experience of data quality and data cleansing techniques.Performing data and business analysis on our sales data as well as visualising this data for key…,https://in.indeed.com//rc/clk?jk=0c4484101efe472f&fccid=de56d7554bea5214&vjs=3
Data Science Manager,Infosenseglobal,"Pune, Maharashtra",,30+ days ago,Responsible for driving data quality throughout the organization.Direct data science teams to complete all project deliverables.,https://in.indeed.com//rc/clk?jk=07587dfed468af86&fccid=d64ea2636eb33da2&vjs=3
Director of Data Science and Analytics- Startup,Michael Page,"Delhi, Delhi",,9 days ago,"Setup a framework for use of cutting-edge data mining, machine learning techniques.Collaborate with cross-functional teams to breakdown complex business…",https://in.indeed.com//rc/clk?jk=4f6d2a9e19dcc800&fccid=77087bd1709a8148&vjs=3
Senior Software Engineer - NLP R&D,Reverie Language Technologies,"Bengaluru, Karnataka",,30+ days ago,Good Python programming skills and programming concepts (data structures and algorithms).We are looking for a self-motivated research engineer who can analyze…,https://in.indeed.com//rc/clk?jk=9a109c4b458d7967&fccid=ad81b67c0291346c&vjs=3
ML Engineer,Positivenaick,"Chennai, Tamil Nadu",,30+ days ago,"Cross-functional collaboration between data science and engineering teams to.As an ML engineer, you need to be strong in Statistical Knowledge, with hands-on…",https://in.indeed.com//rc/clk?jk=a3ef42e9a612a732&fccid=5548187558d4d37a&vjs=3
"AI/ML Senior Developer
new",Ernst & Young,"Thiruvananthapuram, Kerala",,Today,The Artificial Intelligence (AI) & Machine Learning (ML) Developer is responsible for designing and implementing solutions based on AI and Machine Learning.,https://in.indeed.com//rc/clk?jk=2d70a33fda805e3c&fccid=1544766d4c2915b0&vjs=3
Senior Data Science Engineer,Inspirisys Solutions,"Chennai, Tamil Nadu",,30+ days ago,"Apply design and data analysis techniques to organize the presentation of data in visually innovative ways in order to make it easier to understand, insightful,…",https://in.indeed.com//rc/clk?jk=f36e9ee6a0b48a48&fccid=6f86bbf52523eb62&vjs=3
"Embedded Analytics System Engineer, Metropolis",NVIDIA,"Pune, Maharashtra",,30+ days ago,"Crafting ETLs for flawless integration and flow of data and metadata.Experience in streaming analytics engines like Apache Spark, and NoSQL data stores like…",https://in.indeed.com//rc/clk?jk=4f413fc2e6c07569&fccid=c267f29f0f85e8b8&vjs=3
Data Scientist Python Machine Learning Tableau Server,Brain Management Consultants India Private Limited,"Pune, Maharashtra",,30+ days ago,"Machine Learning: Classification, Regression, Clustering, Decision Tree, K-Means Clustering, Naïve Bayes.Statistical Methods: Predictive Analysis, Hypothesis…",https://in.indeed.com//rc/clk?jk=bc3cad2a39fd5c42&fccid=c233355b271af74d&vjs=3
Sr.Machine Learning Engineer,Aizant Global Analytics,"Hyderabad, Telangana",,30+ days ago,"Supervising the data acquisition process if more data is needed.Verifying data quality, and/or ensuring it via data cleaning.",https://in.indeed.com//rc/clk?jk=b26a36d4bc3dcf1a&fccid=ef6c418748236e53&vjs=3
